frame,x,y,z,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal
0,"[-0.18554688 -0.22070312 -0.140625   -0.34375    -0.25585938 -0.87890625
 -0.61914062  1.64453125  1.67578125  1.56835938  1.64453125 -0.79101562
 -0.171875   -0.22070312 -0.140625   -0.28515625 -0.28710938 -0.1640625
 -0.18554688 -0.20507812 -0.12304688 -0.34375    -0.328125   -0.3515625
  0.55078125 -0.24804688 -0.29882812 -0.15234375]","[0.36328125 0.39257812 0.54492188 0.44726562 1.14257812 0.8515625
 1.05664062 1.66796875 1.74023438 1.79882812 1.67773438 1.08007812
 0.3828125  0.40820312 0.54101562 0.51757812 0.54492188 0.33203125
 0.37109375 0.40820312 0.54882812 0.45507812 0.515625   1.80273438
 1.27539062 0.546875   0.37109375 0.58984375]","[ 0.10742188  0.12890625 -0.0078125   0.23242188 -0.046875   -1.421875
 -1.83203125  0.48046875  0.3203125   0.13671875  0.44921875  0.4296875
  0.05273438  0.06640625 -0.05664062  0.1484375   0.22851562  0.06054688
  0.078125    0.10351562 -0.03515625  0.21875     0.24023438 -0.38085938
 -1.7109375   0.10351562  0.29882812  0.03320312]",28,"[ 9 10 12 13 25 40 47 51 52 51 51 30  9 10 12 13 14  8  9 10 12 13 14 40
 47 13 12 13]","[0.421875 0.46875  0.5625   0.609375 1.171875 1.875    2.203125 2.390625
 2.4375   2.390625 2.390625 1.40625  0.421875 0.46875  0.5625   0.609375
 0.65625  0.375    0.421875 0.46875  0.5625   0.609375 0.65625  1.875
 2.203125 0.609375 0.5625   0.609375]","[ 0  0  0  0  1  1  1  3  3  4  5 -3 -2 -2 -2 -2 -2 -1 -1 -1 -1 -1 -1  1
  1 -2 -1 -1]","[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.37578163  0.37578163  0.50104217  0.62630271 -0.37578163
 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.12526054
 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054  0.12526054
  0.12526054 -0.25052108 -0.12526054 -0.12526054]","[ 96  68  38  30  13  10  38  11   9   8   9   9  90  62  41  28  35 172
 181 123  71  56  61   8  24  28  40  40]"
0,"[-0.17773438 -0.15820312 -0.38085938 -0.43164062 -0.9375     -0.52734375
 -0.55273438 -0.59570312  1.46484375  1.64453125  1.59960938 -0.57226562
  1.56835938  1.56835938 -0.15820312 -0.38085938 -0.41015625 -0.15820312
 -0.38085938 -0.41015625 -0.36914062 -0.171875   -0.18554688 -1.58203125
 -0.3515625  -0.171875   -0.36914062 -0.171875   -0.1640625 ]","[0.47851562 0.5078125  0.40429688 0.390625   1.24023438 0.19335938
 0.2578125  0.27734375 1.765625   1.6484375  1.7890625  0.20898438
 1.74414062 1.74023438 0.48046875 0.4375     0.4609375  0.4921875
 0.42382812 0.4453125  0.34179688 0.49609375 0.4921875  0.69140625
 0.390625   0.48046875 0.36914062 0.47460938 0.45703125]","[ 0.08007812 -0.18164062  0.25195312  0.30273438 -1.04882812  0.03125
 -0.01953125  0.00390625  0.48046875  0.54296875  0.43164062  0.03515625
  0.45703125  0.4765625  -0.24609375  0.1875      0.22265625 -0.22265625
  0.21679688  0.25195312  0.25       -0.30859375 -0.39257812  0.73242188
  0.20117188 -0.33398438  0.2109375  -0.34179688 -0.44140625]",29,"[11 12 13 14 40 12 13 14 50 51 52 13 51 51 12 13 14 12 13 14 12 13 14 40
 12 13 12 13 14]","[0.515625 0.5625   0.609375 0.65625  1.875    0.5625   0.609375 0.65625
 2.34375  2.390625 2.4375   0.609375 2.390625 2.390625 0.5625   0.609375
 0.65625  0.5625   0.609375 0.65625  0.5625   0.609375 0.65625  1.875
 0.5625   0.609375 0.5625   0.609375 0.65625 ]","[ 0  0  0  0  1  3  3  3  3  3  3  4  4  5 -2 -2 -2 -1 -1 -1  0  0  0  1
 -2 -2 -1 -1 -1]","[ 0.          0.          0.          0.          0.12526054  0.37578163
  0.37578163  0.37578163  0.37578163  0.37578163  0.37578163  0.50104217
  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.25052108 -0.12526054
 -0.12526054 -0.12526054  0.          0.          0.          0.12526054
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054]","[30 35 45 28 10 11 19 12  7 11  9  7  9  9 32 42 27 64 82 52 30 29 18  6
 28 26 55 52 32]"
0,"[-0.234375   -0.421875   -0.24609375 -0.109375   -0.0390625  -0.55273438
  1.41992188 -0.50976562 -0.53320312 -0.59570312 -0.66015625  1.64453125
 -0.52734375 -0.55273438 -0.61523438 -0.66015625  1.56835938  1.64453125
 -0.234375   -0.86328125 -0.2109375  -0.234375   -0.22851562 -0.4375
 -0.22851562 -2.390625   -0.28125    -0.421875   -0.24804688]","[0.36523438 0.         0.5        1.16210938 1.21679688 0.25585938
 1.92382812 0.23828125 0.29296875 0.26953125 0.23632812 1.6875
 0.1953125  0.25       0.2109375  0.2109375  1.75195312 1.69921875
 0.38476562 1.11328125 0.3515625  0.37304688 0.49804688 0.
 0.5        0.         0.12890625 0.         0.51171875]","[ 0.17578125  0.51171875 -0.07226562 -0.09960938 -0.05273438 -0.02148438
  0.03710938 -0.00390625  0.02734375  0.0625      0.06445312  0.40625
 -0.01367188  0.06054688  0.08789062  0.125       0.4296875   0.35742188
  0.1328125   0.359375    0.1015625   0.16015625 -0.12890625  0.54492188
 -0.1171875  -2.390625    0.46875     0.484375   -0.22070312]",29,"[10 12 12 25 26 13 51 12 13 14 15 51 12 13 14 15 51 51 10 31  9 10 12 13
 12 51 12 12 13]","[0.46875  0.5625   0.5625   1.171875 1.21875  0.609375 2.390625 0.5625
 0.609375 0.65625  0.703125 2.390625 0.5625   0.609375 0.65625  0.703125
 2.390625 2.390625 0.46875  1.453125 0.421875 0.46875  0.5625   0.609375
 0.5625   2.390625 0.5625   0.5625   0.609375]","[ 0  0  1  1  1  2  2  3  3  3  3  3  4  4  4  4  4  5 -2 -2 -1 -1 -1 -1
  0  2  3 -1 -1]","[ 0.          0.          0.12526054  0.12526054  0.12526054  0.25052108
  0.25052108  0.37578163  0.37578163  0.37578163  0.37578163  0.37578163
  0.50104217  0.50104217  0.50104217  0.50104217  0.50104217  0.62630271
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054
  0.          0.25052108  0.37578163 -0.12526054 -0.12526054]","[46 20 38 13 17 22 12 15 38 35 12 10  7 18 17  6  9 10 40 17 91 87 71 39
 20  7  8 46 35]"
0,"[-0.140625   -0.26367188 -0.26367188 -0.28125    -0.55273438 -0.61523438
 -0.66015625 -0.55273438 -0.59570312 -0.66015625  1.68554688  1.64453125
  1.59960938 -0.58984375 -0.61523438 -0.703125    1.68554688  1.71875
  1.75195312  1.71875    -0.26367188 -0.12890625 -0.12304688 -0.40039062
 -0.41015625 -0.25       -0.11328125 -0.31640625 -0.40039062 -0.41015625
 -0.3515625   0.1328125  -0.10351562 -0.30664062 -0.33398438 -0.171875
 -0.10351562 -0.29101562 -0.10546875 -0.18554688]","[0.54101562 0.4921875  0.80078125 0.48046875 0.2578125  0.22851562
 0.24414062 0.25585938 0.2734375  0.23632812 1.3359375  1.68945312
 1.83398438 0.13476562 0.21679688 0.         1.37304688 1.65234375
 1.69140625 1.63085938 0.38671875 0.49609375 0.5390625  0.30273438
 0.40039062 0.39257812 0.47265625 0.37304688 0.         0.34570312
 0.         0.3984375  0.44726562 0.3203125  0.         0.4140625
 0.39257812 0.39453125 0.43945312 0.55859375]","[-0.06640625 -0.0625      0.0078125  -0.08398438 -0.00585938 -0.00195312
  0.0234375   0.02929688  0.04882812  0.06054688  0.93359375  0.40039062
  0.15234375  0.06640625  0.0703125   0.10351562  0.87890625  0.1875
  0.09765625  0.32617188  0.00390625  0.06054688  0.10742188  0.34570312
  0.3203125   0.06054688  0.17382812 -0.27734375  0.46679688  0.37890625
  0.46875     0.73242188  0.09765625 -0.26367188 -0.52148438 -0.4140625
  0.234375   -0.16210938  0.33398438 -0.29101562]",40,"[12 12 18 12 13 14 15 13 14 15 50 51 52 13 14 15 50 51 52 51 10 11 12 13
 14 10 11 12 13 14 12 18 10 11 12 13 10 11 12 14]","[0.5625   0.5625   0.84375  0.5625   0.609375 0.65625  0.703125 0.609375
 0.65625  0.703125 2.34375  2.390625 2.4375   0.609375 0.65625  0.703125
 2.34375  2.390625 2.4375   2.390625 0.46875  0.515625 0.5625   0.609375
 0.65625  0.46875  0.515625 0.5625   0.609375 0.65625  0.5625   0.84375
 0.46875  0.515625 0.5625   0.609375 0.46875  0.515625 0.5625   0.65625 ]","[ 0  1  1  2  2  2  2  3  3  3  3  3  3  4  4  4  4  4  4  5 -2 -2 -2 -2
 -2 -1 -1 -1 -1 -1  0  1 -2 -2 -2 -2 -1 -1 -1 -1]","[ 0.          0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.37578163  0.37578163  0.37578163
  0.37578163  0.50104217  0.50104217  0.50104217  0.50104217  0.50104217
  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
  0.          0.12526054 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054]","[40 57 20 18 21 30 16 34 45 23  8  9  8 14 19  9  6  8  6  9 35 41 34 31
 19 82 80 80 62 36 29 13 28 31 32 16 57 77 65 19]"
0,"[-0.31640625 -0.26367188 -0.28125    -0.59570312 -0.66015625  1.64453125
  1.71875     1.64453125 -0.80664062 -0.87890625 -0.26367188 -0.84960938
 -0.87890625 -0.2421875  -0.26367188 -0.24804688 -0.4375    ]","[0.         0.48632812 0.47851562 0.27148438 0.22851562 1.66796875
 1.609375   1.6484375  1.05664062 1.05664062 0.27539062 0.95117188
 1.0078125  0.39453125 0.390625   0.50390625 0.36328125]","[ 0.49414062 -0.10351562 -0.09375     0.05664062  0.08789062  0.484375
  0.41601562  0.54296875  0.28515625  0.296875   -0.4140625   0.46875
  0.43554688 -0.2265625  -0.30664062 -0.23632812  0.21875   ]",17,[12 12 12 14 15 51 51 51 29 30 12 29 30 11 12 13 13],"[0.5625   0.5625   0.5625   0.65625  0.703125 2.390625 2.390625 2.390625
 1.359375 1.40625  0.5625   1.359375 1.40625  0.515625 0.5625   0.609375
 0.609375]",[ 0  1  2  3  3  3  4  5 -3 -3 -2 -2 -2 -1 -1 -1 -1],"[ 0.          0.12526054  0.25052108  0.37578163  0.37578163  0.37578163
  0.50104217  0.62630271 -0.37578163 -0.37578163 -0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054]",[ 29  69  22  10   8  10   8   9   9   8  41  17  16  99 117  74  47]
0,"[-0.17773438 -0.19335938 -0.40039062 -0.2578125  -0.26367188 -0.28125
 -0.68164062 -0.75       -0.68164062  1.64453125  1.67578125  1.71875
  1.64453125 -0.765625   -0.19921875 -0.16210938 -0.19335938 -0.80664062
 -0.19921875 -0.14648438 -0.17773438 -0.19335938 -0.34375    -0.36914062
 -0.19140625 -0.3515625  -0.33398438]","[0.484375   0.52734375 0.3359375  0.44140625 0.4921875  0.48632812
 0.17382812 0.         0.14453125 1.69726562 1.76953125 1.63476562
 1.67773438 1.078125   0.31445312 0.48632812 0.51953125 1.00976562
 0.31054688 0.4453125  0.48242188 0.51953125 0.49023438 0.27148438
 0.5703125  0.39453125 0.4296875 ]","[ 0.01171875 -0.0234375   0.31445312 -0.06445312 -0.06835938 -0.01953125
  0.02148438 -0.0078125   0.09960938  0.36132812 -0.0234375   0.29882812
  0.44921875  0.31640625  0.04101562 -0.0546875  -0.09570312  0.421875
  0.06445312  0.01171875 -0.03710938 -0.09960938  0.11914062  0.32617188
 -0.10351562  0.19335938  0.14257812]",27,"[11 12 13 11 12 12 15 16 15 51 52 51 51 29  8 11 12 29  8 10 11 12 13 12
 13 12 12]","[0.515625 0.5625   0.609375 0.515625 0.5625   0.5625   0.703125 0.75
 0.703125 2.390625 2.4375   2.390625 2.390625 1.359375 0.375    0.515625
 0.5625   1.359375 0.375    0.46875  0.515625 0.5625   0.609375 0.5625
 0.609375 0.5625   0.5625  ]","[ 0  0  0  1  1  2  2  2  3  3  3  4  5 -3 -2 -2 -2 -2 -1 -1 -1 -1 -1  0
  0 -2 -1]","[ 0.          0.          0.          0.12526054  0.12526054  0.25052108
  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163  0.50104217
  0.62630271 -0.37578163 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054  0.
  0.         -0.25052108 -0.12526054]","[ 59  46  31  46  61  19  20  12   9  10   9  10  10  12  36  52  41  22
  89  65 118 101  70  38  16  36  86]"
0,"[-0.17773438 -0.22851562 -0.32421875 -0.2265625  -0.24609375  1.64453125
  1.56835938  1.5234375   1.56835938 -0.17773438 -0.24609375 -0.3046875
 -0.17773438 -0.22851562 -0.32421875 -0.28515625]","[0.48242188 0.5078125  0.49414062 0.45898438 0.49609375 1.72851562
 1.76757812 1.89648438 1.76757812 0.46875    0.50585938 0.51953125
 0.4765625  0.50195312 0.5        0.5078125 ]","[-0.05273438  0.07421875  0.15039062 -0.0703125  -0.1015625   0.16992188
  0.36328125  0.15234375  0.36132812 -0.11914062 -0.02929688  0.09765625
 -0.08789062 -0.109375    0.1328125   0.17578125]",16,[11 12 13 11 12 51 51 52 51 11 12 13 11 12 13 13],"[0.515625 0.5625   0.609375 0.515625 0.5625   2.390625 2.390625 2.4375
 2.390625 0.515625 0.5625   0.609375 0.515625 0.5625   0.609375 0.609375]",[ 0  0  0  1  1  2  3  3  5 -2 -2 -2 -1 -1 -1 -1],"[ 0.          0.          0.          0.12526054  0.12526054  0.25052108
  0.37578163  0.37578163  0.62630271 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054]",[40 41 30 27 30 14  8  7  8 38 41 27 93 99 57 57]
0,"[-0.2421875  -0.29882812 -0.36132812 -0.43164062 -0.24609375  1.7578125
  1.79296875  1.56835938  1.64453125  1.56835938 -0.2265625  -0.29882812
 -0.34375    -0.43164062 -0.2265625  -0.29882812 -0.34375    -0.41015625]","[0.44140625 0.43945312 0.44335938 0.45703125 0.48242188 1.48632812
 1.58007812 1.76757812 1.734375   1.76953125 0.46289062 0.46289062
 0.48242188 0.48242188 0.4609375  0.45703125 0.47265625 0.48828125]","[ 0.109375    0.1875      0.2109375   0.19140625 -0.15429688 -0.43945312
  0.0625      0.36328125  0.08203125  0.3515625   0.03320312  0.11132812
  0.14453125  0.11523438  0.04882812  0.1328125   0.171875    0.15234375]",18,[11 12 13 14 12 50 51 51 51 51 11 12 13 14 11 12 13 14],"[0.515625 0.5625   0.609375 0.65625  0.5625   2.34375  2.390625 2.390625
 2.390625 2.390625 0.515625 0.5625   0.609375 0.65625  0.515625 0.5625
 0.609375 0.65625 ]",[ 0  0  0  0  1  2  2  3  4  5 -2 -2 -2 -2 -1 -1 -1 -1],"[ 0.          0.          0.          0.          0.12526054  0.25052108
  0.25052108  0.37578163  0.50104217  0.62630271 -0.25052108 -0.25052108
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054]",[ 36  63  53  17  17  13  14   8   8   8  34  60  49  15  78 124  98  31]
0,"[-0.22460938 -0.234375   -0.2734375  -0.31640625 -0.34375    -0.2265625
 -0.26367188 -0.26367188  1.65039062  1.68554688  1.64453125  1.67578125
  1.46484375  1.56835938  1.75195312  1.56835938  1.49414062 -0.234375
 -0.2734375  -0.31640625 -0.34375    -0.234375   -0.2578125  -0.29882812
 -0.34375    -0.390625  ]","[0.32421875 0.39453125 0.41796875 0.4296875  0.4609375  0.45898438
 0.47851562 0.49609375 1.16796875 1.5703125  1.73632812 1.76757812
 1.82421875 1.73242188 1.6328125  1.6875     1.76757812 0.40429688
 0.43359375 0.453125   0.484375   0.40039062 0.44140625 0.4609375
 0.4765625  0.47070312]","[ 0.15039062  0.09375     0.125       0.17578125  0.20507812 -0.06835938
 -0.1328125   0.03515625 -1.08789062 -0.43554688  0.00585938  0.09960938
  0.14648438  0.50195312  0.45703125  0.63867188  0.59765625  0.04101562
  0.05859375  0.10742188  0.13671875  0.0625      0.06445312  0.1171875
  0.1640625   0.24023438]",26,"[ 9 10 11 12 13 11 12 12 49 50 51 52 50 51 52 51 51 10 11 12 13 10 11 12
 13 14]","[0.421875 0.46875  0.515625 0.5625   0.609375 0.515625 0.5625   0.5625
 2.296875 2.34375  2.390625 2.4375   2.34375  2.390625 2.4375   2.390625
 2.390625 0.46875  0.515625 0.5625   0.609375 0.46875  0.515625 0.5625
 0.609375 0.65625 ]","[ 0  0  0  0  0  1  1  2  2  2  2  2  3  3  3  4  5 -2 -2 -2 -2 -1 -1 -1
 -1 -1]","[ 0.          0.          0.          0.          0.          0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108  0.25052108
  0.37578163  0.37578163  0.37578163  0.50104217  0.62630271 -0.25052108
 -0.25052108 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054
 -0.12526054 -0.12526054]","[ 29  29  64 108  81  30  36  14   8  12  14  11   7  10   9   7   7  26
  60 101  76  59 137 220 158  42]"
0,"[-0.17578125 -0.17773438 -0.17578125  1.56835938  1.59960938  1.56835938
  1.59960938  1.64453125  1.56835938 -0.17578125 -0.16210938 -0.15820312
 -0.16210938 -0.16210938 -0.17578125 -0.421875   -0.40429688]","[0.43359375 0.484375   0.53125    1.80273438 1.83203125 1.76953125
 1.79296875 1.6796875  1.765625   0.43359375 0.484375   0.5234375
 0.43945312 0.48828125 0.52539062 0.29101562 0.35351562]","[ 0.03125    -0.01757812 -0.06640625  0.0703125   0.17578125  0.3515625
  0.41210938  0.4375      0.375      -0.02734375 -0.0703125  -0.1328125
  0.00976562 -0.04101562 -0.09960938  0.23242188  0.16601562]",17,[10 11 12 51 52 51 52 51 51 10 11 12 10 11 12 12 12],"[0.46875  0.515625 0.5625   2.390625 2.4375   2.390625 2.4375   2.390625
 2.390625 0.46875  0.515625 0.5625   0.46875  0.515625 0.5625   0.5625
 0.5625  ]",[ 0  0  0  2  2  3  3  4  5 -2 -2 -2 -1 -1 -1  0 -2],"[ 0.          0.          0.          0.25052108  0.25052108  0.37578163
  0.37578163  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054  0.         -0.25052108]",[26 34 18 12 10  9  8  9  8 22 30 16 55 73 41 11  9]
0,"[-0.17578125 -0.20898438 -0.28125    -0.32421875  1.56835938  1.64453125
  1.67578125  1.56835938  1.56835938 -0.17578125 -0.20898438 -0.28125
 -0.32421875 -0.77929688 -0.17578125 -0.20898438 -0.28125    -0.32421875]","[0.43359375 0.47070312 0.4765625  0.49804688 1.79882812 1.71875
 1.765625   1.70898438 1.65429688 0.42773438 0.46875    0.48632812
 0.51367188 1.01757812 0.43164062 0.47070312 0.484375   0.50976562]","[-0.01367188  0.02929688  0.09960938  0.13476562  0.15039062  0.24023438
  0.13476562  0.58007812  0.72265625 -0.08007812 -0.0390625   0.02539062
  0.05664062  0.28320312 -0.04492188 -0.00585938  0.05664062  0.08398438]",18,[10 11 12 13 51 51 52 51 51 10 11 12 13 28 10 11 12 13],"[0.46875  0.515625 0.5625   0.609375 2.390625 2.390625 2.4375   2.390625
 2.390625 0.46875  0.515625 0.5625   0.609375 1.3125   0.46875  0.515625
 0.5625   0.609375]",[ 0  0  0  0  2  3  3  4  5 -2 -2 -2 -2 -2 -1 -1 -1 -1],"[ 0.          0.          0.          0.          0.25052108  0.37578163
  0.37578163  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054]",[26 47 48 28 12  9  9  9  8 23 41 42 24 17 52 92 93 53]
0,"[-0.30664062 -0.33398438 -0.36132812  1.71875     1.64453125  1.67578125
 -0.29101562 -0.33398438 -0.36132812 -0.29101562 -0.33398438 -0.36132812]","[0.39648438 0.41601562 0.44140625 1.60546875 1.70703125 1.71679688
 0.42382812 0.43945312 0.46875    0.41796875 0.4296875  0.45507812]","[0.12304688 0.17773438 0.21484375 0.43164062 0.3125     0.4296875
 0.05273438 0.10742188 0.14453125 0.08789062 0.140625   0.18164062]",12,[11 12 13 51 51 52 11 12 13 11 12 13],"[0.515625 0.5625   0.609375 2.390625 2.390625 2.4375   0.515625 0.5625
 0.609375 0.515625 0.5625   0.609375]",[ 0  0  0  2  3  3 -2 -2 -2 -1 -1 -1],"[ 0.          0.          0.          0.25052108  0.37578163  0.37578163
 -0.25052108 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054]",[ 39  67  43  13  10   9  35  58  37  80 131  84]
0,"[-0.32226562 -0.3515625  -0.36132812  1.64453125  1.46484375  1.56835938
  1.59960938  1.56835938  1.59960938 -0.32226562 -0.3515625  -0.36132812
 -0.14453125 -0.33398438 -0.36132812 -0.16210938 -0.140625   -0.14453125
 -0.32226562 -0.140625  ]","[0.328125   0.39257812 0.45703125 1.640625   1.765625   1.69140625
 1.79492188 1.79296875 1.8203125  0.36328125 0.421875   0.484375
 0.41992188 0.41992188 0.47265625 0.41015625 0.38085938 0.37109375
 0.33984375 0.34570312]","[ 0.234375    0.1953125   0.1796875   0.56835938  0.48046875  0.62890625
  0.40234375  0.20507812  0.26171875  0.17382812  0.125       0.08007812
 -0.26171875  0.16796875  0.1328125  -0.26757812 -0.390625   -0.328125
  0.21679688 -0.41992188]",20,[11 12 13 51 50 51 52 51 52 11 12 13 11 12 13 11 12 11 11 12],"[0.515625 0.5625   0.609375 2.390625 2.34375  2.390625 2.4375   2.390625
 2.4375   0.515625 0.5625   0.609375 0.515625 0.5625   0.609375 0.515625
 0.5625   0.515625 0.515625 0.5625  ]",[ 0  0  0  2  3  3  3  4  4 -2 -2 -2 -1 -1 -1  0  0 -2 -1 -1],"[ 0.          0.          0.          0.25052108  0.37578163  0.37578163
  0.37578163  0.50104217  0.50104217 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054  0.          0.         -0.25052108
 -0.12526054 -0.12526054]","[ 30  52  33  14   7   9   8   8   7  27  45  28  68 107  67  30  27  27
  64  56]"
0,"[-0.2265625  -0.3515625  -0.38085938  1.68554688  1.64453125  1.31835938
  1.64453125  1.5234375   1.56835938  1.59960938  1.56835938 -0.20898438
 -0.33398438 -0.38085938 -0.19335938 -0.33398438 -0.38085938 -2.34375   ]","[0.38476562 0.40625    0.43164062 1.62304688 1.73632812 1.87304688
 1.5390625  1.75390625 1.68164062 1.7265625  1.7734375  0.42578125
 0.43945312 0.45898438 0.40820312 0.4296875  0.44921875 0.        ]","[ 0.25976562  0.16796875  0.19921875 -0.14648438 -0.02148438  0.5
  0.80273438  0.73828125  0.65234375  0.6328125   0.3359375   0.20117188
  0.10546875  0.12304688  0.25        0.14257812  0.15625    -1.81445312]",18,[11 12 13 50 51 50 51 52 51 52 51 11 12 13 11 12 13 50],"[0.515625 0.5625   0.609375 2.34375  2.390625 2.34375  2.390625 2.4375
 2.390625 2.4375   2.390625 0.515625 0.5625   0.609375 0.515625 0.5625
 0.609375 2.34375 ]",[ 0  0  0  2  2  3  3  3  4  4  5 -2 -2 -2 -1 -1 -1  3],"[ 0.          0.          0.          0.25052108  0.25052108  0.37578163
  0.37578163  0.37578163  0.50104217  0.50104217  0.62630271 -0.25052108
 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054  0.37578163]",[23 36 24 12 14  7 12  9  8  7  6 21 31 21 54 76 50  4]
0,"[-0.32226562 -0.33398438 -0.36132812 -0.3515625   1.68554688  1.64453125
  1.75195312  1.56835938  1.5234375  -0.32226562 -0.33398438 -0.36132812
 -0.30664062 -0.33398438 -0.38085938 -0.14453125 -0.171875   -0.12890625
 -0.14453125]","[0.34765625 0.40429688 0.44921875 0.375      1.54492188 1.73046875
 1.65429688 1.66015625 1.78320312 0.37890625 0.43164062 0.47265625
 0.3828125  0.421875   0.45117188 0.40234375 0.34179688 0.37109375
 0.40039062]","[ 0.20117188  0.20117188  0.1953125   0.22851562 -0.51757812  0.1484375
  0.36914062  0.70507812  0.66210938  0.1328125   0.1328125   0.12890625
  0.16015625  0.16601562  0.15234375 -0.28710938 -0.47460938 -0.33398438
 -0.29101562]",19,[11 12 13 12 50 51 52 51 52 11 12 13 11 12 13 11 13 11 11],"[0.515625 0.5625   0.609375 0.5625   2.34375  2.390625 2.4375   2.390625
 2.4375   0.515625 0.5625   0.609375 0.515625 0.5625   0.609375 0.515625
 0.609375 0.515625 0.515625]",[ 0  0  0  1  2  2  2  3  3 -2 -2 -2 -1 -1 -1  0  0 -2 -1],"[ 0.          0.          0.          0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054  0.          0.         -0.25052108
 -0.12526054]",[33 39 17 25 11 14 12 10  8 31 36 16 80 91 40 19  9 17 44]
0,"[-0.33789062 -0.3515625  -0.36914062  1.5390625   1.56835938  1.56835938
  1.71875     1.64453125 -0.30664062 -0.36914062 -0.32226562 -0.3515625 ]","[0.35742188 0.40625    0.38085938 1.76757812 1.80078125 1.80273438
 1.59179688 1.6875     0.40625    0.41601562 0.38671875 0.41992188]","[ 0.15429688  0.16796875  0.1875     -0.08007812  0.10742188  0.09179688
  0.4765625   0.40625     0.08398438  0.08203125  0.11132812  0.13085938]",12,[11 12 12 50 51 51 51 51 11 12 11 12],"[0.515625 0.5625   0.5625   2.34375  2.390625 2.390625 2.390625 2.390625
 0.515625 0.5625   0.515625 0.5625  ]",[ 0  0  1  2  2  3  4  5 -2 -2 -1 -1],"[ 0.          0.          0.12526054  0.25052108  0.25052108  0.37578163
  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.12526054 -0.12526054]",[21 23 21 10 13  9  9  7 21 22 56 60]
0,"[-0.14453125 -0.15820312  1.39257812  1.56835938  1.67578125  1.68554688
  1.56835938  1.67578125 -0.45117188 -0.50976562 -2.34375   ]","[0.39453125 0.46289062 1.86328125 1.7890625  1.76367188 1.58984375
 1.75976562 1.7265625  0.25       0.22265625 0.        ]","[-0.29882812 -0.27734375  0.29296875  0.23046875  0.14453125  0.35742188
  0.39453125  0.390625    0.          0.08398438 -2.10351562]",11,[11 12 50 51 52 50 51 52 11 12 50],"[0.515625 0.5625   2.34375  2.390625 2.4375   2.34375  2.390625 2.4375
 0.515625 0.5625   2.34375 ]",[0 0 2 2 2 3 3 3 0 0 2],"[0.         0.         0.25052108 0.25052108 0.25052108 0.37578163
 0.37578163 0.37578163 0.         0.         0.25052108]",[ 8  6  7 12 11  9 10  9  5  5  4]
