frame,x,y,z,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal
0,"[-0.10546875 -0.11523438 -0.0625     -0.04492188 -0.09375    -0.15039062
 -0.10546875 -0.1328125  -0.10351562 -0.08789062 -0.1171875  -0.140625
 -0.1328125   1.39257812  1.49414062  1.64453125  1.56835938  1.56835938
  1.56835938 -0.10546875 -0.09570312 -0.04101562 -0.04492188 -0.0703125
 -0.125      -0.11328125 -0.08789062 -0.09570312 -0.0625     -0.04492188
 -0.0703125  -0.15039062 -0.18554688  2.19726562]","[0.54296875 0.58984375 0.64257812 0.68945312 0.72851562 0.765625
 0.55078125 0.5859375  0.63671875 0.66601562 0.71484375 0.54296875
 0.58789062 1.86328125 1.86328125 1.69921875 1.79296875 1.79882812
 1.78710938 0.52929688 0.57421875 0.65429688 0.69921875 0.74609375
 0.78515625 0.50195312 0.54296875 0.58398438 0.6484375  0.6953125
 0.73828125 0.7734375  0.81445312 0.        ]","[-0.09765625 -0.10742188  0.12109375  0.13476562  0.15429688  0.16601562
 -0.04882812 -0.10742188  0.12304688  0.20507812  0.1953125  -0.02929688
 -0.0859375   0.29296875  0.10742188  0.35742188  0.20507812  0.15039062
  0.24414062 -0.16015625 -0.17773438  0.03320312  0.05273438  0.04882812
  0.04296875 -0.03125    -0.12109375 -0.14648438  0.078125    0.09570312
  0.10546875  0.11523438  0.12304688 -1.81054688]",34,"[12 13 14 15 16 17 12 13 14 15 16 12 13 50 51 51 51 51 51 12 13 14 15 16
 17 11 12 13 14 15 16 17 18 50]","[0.5625   0.609375 0.65625  0.703125 0.75     0.796875 0.5625   0.609375
 0.65625  0.703125 0.75     0.5625   0.609375 2.34375  2.390625 2.390625
 2.390625 2.390625 2.390625 0.5625   0.609375 0.65625  0.703125 0.75
 0.796875 0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.796875
 0.84375  2.34375 ]","[ 0  0  0  0  0  0  1  1  1  1  1  2  2  2  2  3  4  5  7 -2 -2 -2 -2 -2
 -2 -1 -1 -1 -1 -1 -1 -1 -1  2]","[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.12526054  0.25052108
  0.25052108  0.25052108  0.25052108  0.37578163  0.50104217  0.62630271
  0.87682379 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
 -0.12526054 -0.12526054 -0.12526054  0.25052108]","[27 28 23 29 21 11 29 29 18 17 16  9  9  6  9  9  8  7  4 27 29 21 26 19
 11 48 74 78 56 66 51 29 16  4]"
0,"[-0.12890625 -0.05273438 -0.09570312 -0.1640625   0.         -0.0703125
 -0.12890625 -0.19335938 -0.09570312 -0.1640625   1.64453125  1.56835938
  1.56835938 -0.11328125 -0.03515625 -0.09570312 -0.14453125  0.
  0.         -0.12890625 -0.03515625 -0.09570312 -0.14453125  0.
 -0.0703125  -0.22460938 -0.2109375   0.04101562 -0.03515625  0.08203125
  0.0625     -0.2109375   0.0625      0.05078125]","[0.48828125 0.43164062 0.56445312 0.55859375 0.69335938 0.74023438
 0.48242188 0.41796875 0.57421875 0.609375   1.73632812 1.76757812
 1.75976562 0.50195312 0.34375    0.53320312 0.51757812 0.70117188
 0.75       0.49609375 0.38085938 0.54882812 0.546875   0.69726562
 0.74609375 0.75       0.80078125 0.63476562 0.3828125  0.59570312
 0.64648438 0.49414062 0.63867188 0.19921875]","[ 0.10546875 -0.35546875 -0.20703125 -0.30273438  0.11523438  0.09765625
  0.1328125   0.32226562 -0.17773438 -0.18164062  0.0546875   0.36132812
  0.39453125  0.03710938 -0.44335938 -0.28125    -0.37695312  0.05859375
 -0.03710938  0.06054688 -0.41210938 -0.24609375 -0.33203125  0.08984375
  0.04492188  0.15234375  0.15820312  0.16601562 -0.41015625  0.26171875
  0.09570312  0.16992188  0.13867188 -0.76953125]",34,"[11 12 13 14 15 16 11 12 13 14 51 51 51 11 12 13 14 15 16 11 12 13 14 15
 16 17 18 14 12 14 14 12 14 17]","[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.515625 0.5625
 0.609375 0.65625  2.390625 2.390625 2.390625 0.515625 0.5625   0.609375
 0.65625  0.703125 0.75     0.515625 0.5625   0.609375 0.65625  0.703125
 0.75     0.796875 0.84375  0.65625  0.5625   0.65625  0.65625  0.5625
 0.65625  0.796875]","[ 0  0  0  0  0  0  1  1  1  1  2  3  5 -2 -2 -2 -2 -2 -2 -1 -1 -1 -1 -1
 -1 -1 -1  0  1  1 -2 -1 -1 -1]","[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.25052108  0.37578163
  0.62630271 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
 -0.12526054 -0.12526054 -0.12526054  0.          0.12526054  0.12526054
 -0.25052108 -0.12526054 -0.12526054 -0.12526054]","[19 20 32 15 18 14 26 12 24 14 10  8  7 21 18 30 15 16 12 58 45 78 39 39
 32 19 20 14 11  8 12 23 31 13]"
0,"[-0.11328125 -0.12304688 -0.11523438 -0.08203125 -0.17382812 -0.15820312
  1.79492188  1.90429688 -0.11328125 -0.12304688 -0.09570312 -0.09765625
 -0.10546875 -0.09570312 -0.08203125 -0.125      -0.09765625 -0.10546875
 -0.11523438 -0.08203125 -0.15039062 -0.15820312  1.09960938]","[0.5        0.54101562 0.58203125 0.65039062 0.75390625 0.80664062
 0.         0.         0.49023438 0.54296875 0.58789062 0.50585938
 0.53320312 0.56054688 0.64257812 0.78125    0.50585938 0.54101562
 0.56640625 0.64648438 0.77148438 0.81835938 2.0234375 ]","[ 0.0546875  -0.09570312 -0.13671875 -0.02929688  0.18945312  0.19140625
 -1.85351562 -1.8515625   0.1171875   0.08203125 -0.1328125  -0.00195312
 -0.14453125 -0.21875    -0.09960938  0.09960938  0.03515625 -0.10742188
 -0.19140625 -0.078125    0.12890625  0.13671875  0.43945312]",23,[11 12 13 14 17 18 49 50 11 12 13 11 12 13 14 17 11 12 13 14 17 18 50],"[0.515625 0.5625   0.609375 0.65625  0.796875 0.84375  2.296875 2.34375
 0.515625 0.5625   0.609375 0.515625 0.5625   0.609375 0.65625  0.796875
 0.515625 0.5625   0.609375 0.65625  0.796875 0.84375  2.34375 ]",[ 0  0  0  0  0  0  0  0  1  1  1 -2 -2 -2 -2 -2 -1 -1 -1 -1 -1 -1  0],"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.12526054  0.12526054  0.12526054 -0.25052108
 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.12526054 -0.12526054
 -0.12526054 -0.12526054 -0.12526054 -0.12526054  0.        ]","[ 37  43  40  23  11   9   6   7  37  40  32  37  42  38  20  11  98 114
  99  53  28  23   4]"
0,"[-0.11328125 -0.08789062 -0.11523438 -0.18554688  0.          1.79492188
  1.90429688 -0.11328125 -0.10546875 -0.1328125  -0.11328125 -0.12304688
 -0.15234375  1.56835938  1.59960938  1.64453125  1.59960938  1.64453125
 -0.09765625 -0.08789062 -0.11523438 -0.1640625   0.         -0.09765625
 -0.10546875 -0.09570312 -0.1640625   0.          0.04101562  0.04101562
  0.04101562]","[0.50390625 0.5546875  0.58398438 0.55273438 0.6953125  0.
 0.         0.50195312 0.55273438 0.59179688 0.49609375 0.546875
 0.58984375 1.75976562 1.81445312 1.68359375 1.81445312 1.69140625
 0.50390625 0.54492188 0.56054688 0.49023438 0.703125   0.50585938
 0.54882812 0.58007812 0.53710938 0.69921875 0.62695312 0.64257812
 0.6328125 ]","[ 0.00585938 -0.04101562 -0.13085938 -0.30273438  0.10546875 -2.05078125
 -1.93164062  0.04296875  0.015625   -0.05664062  0.08203125  0.04492188
 -0.01757812  0.39453125  0.3046875   0.42382812  0.3046875   0.39257812
 -0.0546875  -0.109375   -0.20898438 -0.40429688  0.01953125 -0.0234375
 -0.06835938 -0.1640625  -0.33984375  0.07226562  0.19140625  0.12304688
  0.16992188]",31,"[11 12 13 14 15 49 50 11 12 13 11 12 13 51 52 51 52 51 11 12 13 14 15 11
 12 13 14 15 14 14 14]","[0.515625 0.5625   0.609375 0.65625  0.703125 2.296875 2.34375  0.515625
 0.5625   0.609375 0.515625 0.5625   0.609375 2.390625 2.4375   2.390625
 2.4375   2.390625 0.515625 0.5625   0.609375 0.65625  0.703125 0.515625
 0.5625   0.609375 0.65625  0.703125 0.65625  0.65625  0.65625 ]","[ 0  0  0  0  0  0  0  1  1  1  2  2  2  2  2  3  3  4 -2 -2 -2 -2 -2 -1
 -1 -1 -1 -1  0 -2 -1]","[ 0.          0.          0.          0.          0.          0.
  0.          0.12526054  0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.50104217
 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.12526054
 -0.12526054 -0.12526054 -0.12526054 -0.12526054  0.         -0.25052108
 -0.12526054]","[ 46  63  44  17  19   5   8  41  51  35  14  17  11   9   8   9   7   7
  44  59  41  16  16 119 156 109  42  40  16  14  34]"
0,"[-0.12890625 -0.140625   -0.15234375 -0.0625      0.          0.
 -0.12890625 -0.15820312 -0.19140625 -0.08203125 -0.15820312  1.68554688
  1.64453125  1.59960938  1.56835938  1.59960938  1.71875     1.5234375
 -0.11328125 -0.140625   -0.15234375 -0.04101562  0.          0.
 -0.11328125 -0.140625   -0.15234375 -0.04101562  0.          0.
  0.03515625 -0.41992188 -0.51367188]","[0.5        0.54492188 0.58984375 0.65234375 0.68164062 0.68554688
 0.49804688 0.53515625 0.55273438 0.64453125 0.5234375  1.57421875
 1.72851562 1.83398438 1.80273438 1.79492188 1.64453125 1.87695312
 0.5        0.54296875 0.58984375 0.65429688 0.69726562 0.71875
 0.50195312 0.54492188 0.58984375 0.65429688 0.69140625 0.70507812
 0.42382812 0.36132812 0.        ]","[ 0.          0.0078125   0.02929688  0.046875    0.171875    0.30664062
  0.03710938  0.0703125   0.16992188  0.09960938  0.13476562 -0.41992188
 -0.15625     0.13867188  0.07617188  0.40234375  0.24804688  0.31445312
 -0.05859375 -0.046875    0.00976562 -0.03320312  0.0859375   0.21484375
 -0.03320312 -0.01367188  0.03515625  0.015625    0.125       0.2578125
 -0.36914062  0.25585938  0.5078125 ]",33,"[11 12 13 14 15 16 11 12 13 14 12 50 51 52 51 52 51 52 11 12 13 14 15 16
 11 12 13 14 15 16 12 13 14]","[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.515625 0.5625
 0.609375 0.65625  0.5625   2.34375  2.390625 2.4375   2.390625 2.4375
 2.390625 2.4375   0.515625 0.5625   0.609375 0.65625  0.703125 0.75
 0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.5625   0.609375
 0.65625 ]","[ 0  0  0  0  0  0  1  1  1  1  2  2  2  2  3  3  4  4 -2 -2 -2 -2 -2 -2
 -1 -1 -1 -1 -1 -1  0  1  1]","[ 0.          0.          0.          0.          0.          0.
  0.12526054  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.25052108  0.37578163  0.37578163  0.50104217  0.50104217
 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
  0.          0.12526054  0.12526054]","[ 40  37  21  24  24  13  38  37  20  11  12  10  12  10  10   9   8   6
  39  37  20  21  21  12 107 100  53  53  51  30  19  12   7]"
0,"[-0.09765625 -0.10546875 -0.09570312 -0.02148438  0.         -0.0703125
 -0.125      -0.09765625 -0.12304688 -0.15234375 -0.11328125 -0.12304688
  1.68554688  1.64453125  1.59960938  1.7578125   1.64453125  1.67578125
  1.71875     1.71875    -0.09765625 -0.08789062 -0.09570312  0.
  0.         -0.0703125  -0.17382812 -0.09765625 -0.08789062 -0.11523438
  0.         -0.02148438 -0.0703125  -0.15039062]","[0.50585938 0.54492188 0.57617188 0.64453125 0.65820312 0.72460938
 0.77734375 0.50585938 0.54882812 0.58007812 0.50195312 0.54882812
 1.40039062 1.671875   1.79492188 1.53125    1.69921875 1.74414062
 1.65429688 1.58789062 0.49804688 0.53320312 0.54882812 0.65429688
 0.69140625 0.74023438 0.77734375 0.50390625 0.54296875 0.56054688
 0.6484375  0.6796875  0.73242188 0.78125   ]","[-0.03320312 -0.09570312 -0.171875    0.11914062  0.24804688  0.18359375
  0.13085938  0.01171875 -0.02929688 -0.11132812  0.02539062  0.02539062
  0.8359375   0.46484375  0.40234375  0.24023438  0.359375    0.3046875
  0.16796875  0.49023438 -0.08984375 -0.15625    -0.25        0.04492188
  0.12695312  0.09765625 -0.01171875 -0.05859375 -0.11914062 -0.20898438
  0.1015625   0.17578125  0.14453125  0.05859375]",34,"[11 12 13 14 15 16 17 11 12 13 11 12 50 51 52 50 51 52 51 51 11 12 13 14
 15 16 17 11 12 13 14 15 16 17]","[0.515625 0.5625   0.609375 0.65625  0.703125 0.75     0.796875 0.515625
 0.5625   0.609375 0.515625 0.5625   2.34375  2.390625 2.4375   2.34375
 2.390625 2.4375   2.390625 2.390625 0.515625 0.5625   0.609375 0.65625
 0.703125 0.75     0.796875 0.515625 0.5625   0.609375 0.65625  0.703125
 0.75     0.796875]","[ 0  0  0  0  0  0  0  1  1  1  2  2  2  2  2  3  3  3  4  5 -2 -2 -2 -2
 -2 -2 -2 -1 -1 -1 -1 -1 -1 -1]","[ 0.          0.          0.          0.          0.          0.
  0.          0.12526054  0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
  0.50104217  0.62630271 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054
 -0.12526054 -0.12526054 -0.12526054 -0.12526054]","[ 47  51  22  18  18  16  10  44  45  20  14  15  11  13   9  10  12   9
  10   9  46  50  21  15  16  14   9 124 132  55  36  41  36  25]"
0,"[-0.11328125 -0.08789062 -0.07617188 -0.0625     -0.04492188 -0.11328125
 -0.10546875 -0.09570312 -0.02148438 -0.11328125 -0.10546875 -0.1328125
  1.39257812  1.64453125  1.59960938  1.61132812  1.56835938  1.75195312
  1.64453125 -0.09765625 -0.08789062 -0.07617188 -0.04101562  0.
 -0.11328125 -0.08789062 -0.07617188 -0.04101562 -0.04492188]","[0.50195312 0.55078125 0.6015625  0.65039062 0.69140625 0.50390625
 0.55273438 0.6015625  0.65039062 0.50195312 0.55273438 0.59375
 1.875      1.72851562 1.82226562 1.58789062 1.7421875  1.62890625
 1.68359375 0.49804688 0.5390625  0.59179688 0.65429688 0.703125
 0.5        0.54492188 0.59765625 0.65429688 0.6953125 ]","[-0.02929688 -0.06835938 -0.05664062  0.05859375  0.11914062  0.00390625
 -0.02734375 -0.02734375  0.08007812  0.02148438  0.01367188  0.00585938
  0.19921875  0.171875    0.24804688  0.61132812  0.47070312  0.47070312
  0.42382812 -0.09765625 -0.13867188 -0.12890625 -0.0234375   0.03125
 -0.06054688 -0.10546875 -0.09765625  0.00390625  0.09179688]",29,"[11 12 13 14 15 11 12 13 14 11 12 13 50 51 52 50 51 52 51 11 12 13 14 15
 11 12 13 14 15]","[0.515625 0.5625   0.609375 0.65625  0.703125 0.515625 0.5625   0.609375
 0.65625  0.515625 0.5625   0.609375 2.34375  2.390625 2.4375   2.34375
 2.390625 2.4375   2.390625 0.515625 0.5625   0.609375 0.65625  0.703125
 0.515625 0.5625   0.609375 0.65625  0.703125]","[ 0  0  0  0  0  1  1  1  1  2  2  2  2  2  2  3  3  3  4 -2 -2 -2 -2 -2
 -1 -1 -1 -1 -1]","[ 0.          0.          0.          0.          0.          0.12526054
  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
  0.50104217 -0.25052108 -0.25052108 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054]","[ 34  38  27  17  10  42  43  23  13  14  14   7   9  13   9   9  12  10
   9  36  39  25  16   8  97 105  68  42  22]"
0,"[-0.08789062 -0.05664062 -0.0625     -0.12890625 -0.12304688 -0.1328125
 -0.0625     -0.609375   -0.62304688  1.61132812  1.71875     1.67578125
  1.46484375  1.64453125  1.59960938 -0.11328125 -0.10546875 -0.05664062
 -0.04101562 -0.11328125 -0.10546875 -0.05664062 -0.02148438 -0.4375
 -0.43164062 -0.29882812  1.7578125 ]","[0.5546875  0.60546875 0.65234375 0.5        0.54882812 0.59375
 0.64648438 0.41601562 0.48242188 1.45703125 1.59570312 1.76757812
 1.734375   1.65820312 1.74804688 0.49609375 0.546875   0.60546875
 0.65429688 0.5        0.55078125 0.60546875 0.65625    0.36914062
 0.35351562 0.578125   1.328125  ]","[-0.02148438 -0.0234375   0.02148438  0.015625   -0.03125     0.01171875
  0.1015625   0.13476562  0.1171875   0.87890625  0.46679688  0.09179688
  0.5859375   0.515625    0.57226562 -0.08398438 -0.08398438 -0.04882812
  0.015625   -0.04882812 -0.05078125 -0.03710938  0.00585938  0.20703125
  0.34765625  0.4609375   0.79882812]",27,"[12 13 14 11 12 13 14 16 17 50 51 52 50 51 52 11 12 13 14 11 12 13 14 13
 14 17 50]","[0.5625   0.609375 0.65625  0.515625 0.5625   0.609375 0.65625  0.75
 0.796875 2.34375  2.390625 2.4375   2.34375  2.390625 2.4375   0.515625
 0.5625   0.609375 0.65625  0.515625 0.5625   0.609375 0.65625  0.609375
 0.65625  0.796875 2.34375 ]","[ 0  0  0  1  1  1  1  1  1  2  2  2  3  3  3 -2 -2 -2 -2 -1 -1 -1 -1  1
  1  1  2]","[ 0.          0.          0.          0.12526054  0.12526054  0.12526054
  0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.37578163  0.37578163  0.37578163 -0.25052108 -0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054  0.12526054
  0.12526054  0.12526054  0.25052108]","[10 10  8 27 28 16 13 10  9 12 15  9  9 13  8 15 15 11 10 45 43 31 27 11
  8  6 12]"
0,"[-0.140625   -0.4375      0.69726562  1.39257812  1.64453125  1.59960938
  1.61132812  1.56835938  1.59960938  1.70898438 -0.11328125 -0.140625
 -0.41992188 -0.19140625 -0.34960938 -0.171875  ]","[0.54101562 0.37890625 0.         1.87890625 1.72265625 1.83203125
 1.62890625 1.75585938 1.79492188 1.765625   0.49804688 0.5390625
 0.421875   0.43554688 0.625      0.45703125]","[-0.06445312  0.19140625 -0.61132812  0.16796875  0.21875     0.16796875
  0.4921875   0.41015625  0.40234375  0.37109375 -0.06835938 -0.07421875
  0.13671875 -0.38085938 -0.34960938 -0.36523438]",16,[12 13 17 50 51 52 50 51 52 53 11 12 13 13 17 13],"[0.5625   0.609375 0.796875 2.34375  2.390625 2.4375   2.34375  2.390625
 2.4375   2.484375 0.515625 0.5625   0.609375 0.609375 0.796875 0.609375]",[ 1  1  1  2  2  2  3  3  3 -2 -1 -1 -1  1  1 -1],"[ 0.12526054  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108
  0.37578163  0.37578163  0.37578163 -0.25052108 -0.12526054 -0.12526054
 -0.12526054  0.12526054  0.12526054 -0.12526054]",[18 13  5  8 12  8  9 11  7  9 24 20  9 11  5  9]
0,"[-0.61523438 -0.65625    -0.6484375  -0.63671875 -0.6328125  -0.6484375
 -0.65625     1.68554688  1.71875     1.75195312  1.56835938  1.64453125
  1.64453125  1.70898438  1.75195312  1.63085938 -0.34960938]","[0.328125   0.359375   0.4609375  0.296875   0.40234375 0.46484375
 0.36328125 1.62890625 1.65820312 1.68164062 1.77929688 1.66796875
 1.69140625 1.79101562 1.61523438 1.86132812 0.16601562]","[-0.08984375 -0.05078125 -0.05273438 -0.01171875 -0.01953125  0.00585938
 -0.015625   -0.0625      0.11132812  0.20703125  0.29882812  0.484375
  0.39257812  0.21289062  0.51757812  0.22460938 -0.69726562]",17,[15 16 17 15 16 17 16 50 51 52 51 51 51 53 52 53 17],"[0.703125 0.75     0.796875 0.703125 0.75     0.796875 0.75     2.34375
 2.390625 2.4375   2.390625 2.390625 2.390625 2.484375 2.4375   2.484375
 0.796875]",[ 0  0  0  1  1  1  2  2  2  2  3  4  5 -3 -2 -2  0],"[ 0.          0.          0.          0.12526054  0.12526054  0.12526054
  0.25052108  0.25052108  0.25052108  0.25052108  0.37578163  0.50104217
  0.62630271 -0.37578163 -0.25052108 -0.25052108  0.        ]",[ 6  8  5 10 16 10  8  9 12  9  9  8  7  7  9  9  3]
0,"[-0.6328125  -0.59765625 -0.58007812 -0.12304688 -0.609375   -0.59765625
  0.81835938 -0.6328125  -0.59765625  0.81835938  1.56835938  1.70898438
  1.59960938  1.63085938 -0.12304688 -0.5546875  -0.3046875   0.72265625
  0.79101562  0.72265625 -0.58007812  0.72265625 -0.60742188]","[0.3984375  0.52734375 0.61132812 0.546875   0.4375     0.52148438
 0.         0.40039062 0.51757812 0.         1.75585938 1.77734375
 1.72070312 1.83007812 0.546875   0.63085938 0.24609375 0.
 0.         0.         0.60546875 0.         0.56835938]","[-0.06445312  0.02734375  0.0390625   0.04492188 -0.01953125  0.08007812
 -0.74609375  0.03320312  0.09960938 -0.71875     0.41796875  0.31054688
  0.65234375  0.41015625 -0.04101562 -0.09179688  0.63867188 -0.78320312
 -0.79101562 -0.7109375   0.09375    -0.69335938  0.1484375 ]",23,[16 17 18 12 16 17 18 16 17 18 51 53 52 53 12 18 16 17 18 17 18 17 18],"[0.75     0.796875 0.84375  0.5625   0.75     0.796875 0.84375  0.75
 0.796875 0.84375  2.390625 2.484375 2.4375   2.484375 0.5625   0.84375
 0.75     0.796875 0.84375  0.796875 0.84375  0.796875 0.84375 ]",[ 0  0  0  1  1  1  1  2  2  2  2 -3 -2 -2 -1 -1  0  0  0  1  1  2  2],"[ 0.          0.          0.          0.12526054  0.12526054  0.12526054
  0.12526054  0.25052108  0.25052108  0.25052108  0.25052108 -0.37578163
 -0.25052108 -0.25052108 -0.12526054 -0.12526054  0.          0.
  0.          0.12526054  0.12526054  0.25052108  0.25052108]",[ 7  9  9 18 13 15 13 10 11  9 10  7  7  9 12  9  4  7  8 12 13  8  9]
0,"[-0.140625   -0.58007812  1.8671875   1.97851562 -0.12304688 -0.57226562
 -0.5546875  -0.58398438 -0.140625   -0.58007812  1.56835938  2.05078125
  1.70898438 -0.11328125 -0.12304688 -0.5546875   1.9375      1.90429688
  1.09960938  1.02539062]","[0.54296875 0.61132812 0.         0.         0.54882812 0.55273438
 0.63476562 0.66796875 0.54492188 0.609375   1.77929688 0.
 1.765625   0.5        0.5390625  0.63476562 0.         0.
 2.0234375  2.0703125 ]","[-0.046875    0.0390625  -2.15429688 -2.30859375 -0.0234375   0.046875
  0.05078125  0.07617188  0.02148438  0.07226562  0.29882812 -2.10351562
  0.37109375 -0.05273438 -0.10742188 -0.04492188 -1.91601562 -1.99414062
  0.43945312  0.3984375 ]",20,[12 18 49 50 12 17 18 19 12 18 51 50 53 11 12 18 49 50 50 50],"[0.5625   0.84375  2.296875 2.34375  0.5625   0.796875 0.84375  0.890625
 0.5625   0.84375  2.390625 2.34375  2.484375 0.515625 0.5625   0.84375
 2.296875 2.34375  2.34375  2.34375 ]",[ 0  0  0  0  1  1  1  1  2  2  2 -2 -2 -1 -1 -1 -1 -1 -2 -1],"[ 0.          0.          0.          0.          0.12526054  0.12526054
  0.12526054  0.12526054  0.25052108  0.25052108  0.25052108 -0.25052108
 -0.25052108 -0.12526054 -0.12526054 -0.12526054 -0.12526054 -0.12526054
 -0.25052108 -0.12526054]",[ 5  6  5  6 26 13 19 12  8  7  8  7  9 21 18  9  9  9  4  5]
0,"[ 1.97851562 -0.12890625 -0.140625    1.56835938  1.59960938  1.56835938
 -0.11328125 -0.140625  ]","[0.         0.5        0.54296875 1.8046875  1.83984375 1.80273438
 0.5        0.53515625]","[-1.78125     0.01171875 -0.04296875 -0.01757812  0.0078125   0.08007812
 -0.05078125 -0.10546875]",8,[50 11 12 51 52 51 11 12],[2.34375  0.515625 0.5625   2.390625 2.4375   2.390625 0.515625 0.5625  ],[ 0  1  1  2  2  3 -1 -1],"[ 0.          0.12526054  0.12526054  0.25052108  0.25052108  0.37578163
 -0.12526054 -0.12526054]",[ 6 19 15 10  8  8 16 12]
0,"[ 1.79492188 -0.05664062 -0.0625      1.8671875   1.71875     1.75195312
  1.64453125  1.67578125  1.64453125]","[0.         0.60546875 0.64453125 0.         1.66015625 1.68945312
 1.734375   1.75976562 1.73242188]","[-2.05078125  0.0234375   0.1015625  -2.04101562  0.078125    0.13476562
  0.08789062  0.19921875  0.12304688]",9,[49 13 14 49 51 52 51 52 51],"[2.296875 0.609375 0.65625  2.296875 2.390625 2.4375   2.390625 2.4375
 2.390625]",[0 1 1 1 2 2 3 3 4],"[0.         0.12526054 0.12526054 0.12526054 0.25052108 0.25052108
 0.37578163 0.37578163 0.50104217]",[ 6 12 11  8 13 10 10  8  8]
0,"[ 1.79492188  1.83203125 -0.12890625 -0.10546875 -0.09570312 -0.08203125
  1.61132812  1.64453125  1.59960938  1.68554688  1.64453125  1.59960938
  1.64453125  1.56835938 -0.12890625 -0.10546875  1.79492188  1.83203125
  1.09960938]","[0.         0.         0.5        0.55078125 0.6015625  0.65039062
 1.53710938 1.70117188 1.83007812 1.40429688 1.68945312 1.82617188
 1.6875     1.77929688 0.49609375 0.5390625  0.         0.
 2.0234375 ]","[-2.03320312 -1.80664062  0.         -0.04101562 -0.0234375   0.04101562
  0.73242188  0.3515625   0.18164062  0.82617188  0.40234375  0.21484375
  0.40625     0.29882812 -0.05859375 -0.1171875  -2.0625     -1.96679688
  0.43945312]",19,[49 50 11 12 13 14 50 51 52 50 51 52 51 51 11 12 49 50 50],"[2.296875 2.34375  0.515625 0.5625   0.609375 0.65625  2.34375  2.390625
 2.4375   2.34375  2.390625 2.4375   2.390625 2.390625 0.515625 0.5625
 2.296875 2.34375  2.34375 ]",[ 0  0  1  1  1  1  2  2  2  3  3  3  4  5 -1 -1 -1 -1 -1],"[ 0.          0.          0.12526054  0.12526054  0.12526054  0.12526054
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
  0.50104217  0.62630271 -0.12526054 -0.12526054 -0.12526054 -0.12526054
 -0.12526054]",[ 7  8 16 15 12  8  8 12  9  9 12  9 10  8 13 12  8  9  5]
0,"[ 1.90429688 -0.14453125 -0.140625    1.7578125   1.68554688  1.64453125
  1.59960938  1.5390625   1.64453125  1.59960938  1.56835938  1.56835938
  1.67578125 -0.12890625 -0.12304688]","[0.         0.49414062 0.54492188 0.96289062 1.62304688 1.73632812
 1.83984375 1.7578125  1.71679688 1.82617188 1.74609375 1.75976562
 1.76953125 0.49609375 0.5390625 ]","[ 2.15625     0.01171875 -0.00585938 -1.21679688 -0.14648438  0.0546875
 -0.01757812  0.203125    0.26171875  0.21484375  0.453125    0.39453125
  0.0546875  -0.05664062 -0.10546875]",15,[50 11 12 50 50 51 52 50 51 52 51 51 52 11 12],"[2.34375  0.515625 0.5625   2.34375  2.34375  2.390625 2.4375   2.34375
 2.390625 2.4375   2.390625 2.390625 2.4375   0.515625 0.5625  ]",[ 0  1  1  1  2  2  2  3  3  3  4  5 -2 -1 -1],"[ 0.          0.12526054  0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.37578163  0.50104217  0.62630271
 -0.25052108 -0.12526054 -0.12526054]",[ 5 12  9  8 13 15 10  9 12  8  8  7  7 10  8]
